colour	order	level	x	y	piece	group
#22496C	8	8	-2.51255264010366	0.918367346938775	4	-1-004
#22496C	8	8	-2.51020408163265	0.921449829931973	4	-1-004
#22496C	8	8	-2.41471088435374	1.04081632653061	4	-1-004
#22496C	8	8	-2.38775510204082	1.0707671957672	4	-1-004
#22496C	8	8	-2.30012531328321	1.16326530612245	4	-1-004
#22496C	8	8	-2.26530612244898	1.19634353741497	4	-1-004
#22496C	8	8	-2.16600529100529	1.28571428571429	4	-1-004
#22496C	8	8	-2.14285714285714	1.30465367965368	4	-1-004
#22496C	8	8	-2.02040816326531	1.39927334570192	4	-1-004
#22496C	8	8	-2.00818452380952	1.40816326530612	4	-1-004
#22496C	8	8	-1.89795918367347	1.48164682539683	4	-1-004
#22496C	8	8	-1.81961451247166	1.53061224489796	4	-1-004
#22496C	8	8	-1.77551020408163	1.5560570381999	4	-1-004
#22496C	8	8	-1.6530612244898	1.62199110413396	4	-1-004
#22496C	8	8	-1.59092098377813	1.6530612244898	4	-1-004
#22496C	8	8	-1.53061224489796	1.68106171039845	4	-1-004
#22496C	8	8	-1.40816326530612	1.73353984450923	4	-1-004
#22496C	8	8	-1.3013296227582	1.77551020408163	4	-1-004
#22496C	8	8	-1.28571428571429	1.7812358276644	4	-1-004
#22496C	8	8	-1.16326530612245	1.82205215419501	4	-1-004
#22496C	8	8	-1.04081632653061	1.85878684807256	4	-1-004
#22496C	8	8	-0.918367346938775	1.89143990929705	4	-1-004
#22496C	8	8	-0.890427599611273	1.89795918367347	4	-1-004
#22496C	8	8	-0.795918367346939	1.91863307823129	4	-1-004
#22496C	8	8	-0.673469387755102	1.94159226190476	4	-1-004
#22496C	8	8	-0.551020408163265	1.96072491496599	4	-1-004
#22496C	8	8	-0.428571428571429	1.97603103741497	4	-1-004
#22496C	8	8	-0.306122448979592	1.9875106292517	4	-1-004
#22496C	8	8	-0.183673469387755	1.99516369047619	4	-1-004
#22496C	8	8	-0.0612244897959187	1.99899022108844	4	-1-004
#22496C	8	8	0.0612244897959182	1.99899022108844	4	-1-004
#22496C	8	8	0.183673469387755	1.99516369047619	4	-1-004
#22496C	8	8	0.306122448979592	1.9875106292517	4	-1-004
#22496C	8	8	0.428571428571428	1.97603103741497	4	-1-004
#22496C	8	8	0.551020408163265	1.96072491496599	4	-1-004
#22496C	8	8	0.673469387755102	1.94159226190476	4	-1-004
#22496C	8	8	0.795918367346939	1.91863307823129	4	-1-004
#22496C	8	8	0.890427599611273	1.89795918367347	4	-1-004
#22496C	8	8	0.918367346938775	1.89143990929705	4	-1-004
#22496C	8	8	1.04081632653061	1.85878684807256	4	-1-004
#22496C	8	8	1.16326530612245	1.82205215419501	4	-1-004
#22496C	8	8	1.28571428571429	1.7812358276644	4	-1-004
#22496C	8	8	1.3013296227582	1.77551020408163	4	-1-004
#22496C	8	8	1.40816326530612	1.73353984450923	4	-1-004
#22496C	8	8	1.53061224489796	1.68106171039845	4	-1-004
#22496C	8	8	1.59092098377813	1.6530612244898	4	-1-004
#22496C	8	8	1.6530612244898	1.62199110413396	4	-1-004
#22496C	8	8	1.77551020408163	1.5560570381999	4	-1-004
#22496C	8	8	1.81961451247166	1.53061224489796	4	-1-004
#22496C	8	8	1.89795918367347	1.48164682539683	4	-1-004
#22496C	8	8	2.00818452380952	1.40816326530612	4	-1-004
#22496C	8	8	2.02040816326531	1.39927334570192	4	-1-004
#22496C	8	8	2.14285714285714	1.30465367965368	4	-1-004
#22496C	8	8	2.16600529100529	1.28571428571429	4	-1-004
#22496C	8	8	2.26530612244898	1.19634353741497	4	-1-004
#22496C	8	8	2.30012531328321	1.16326530612245	4	-1-004
#22496C	8	8	2.38775510204082	1.0707671957672	4	-1-004
#22496C	8	8	2.41471088435374	1.04081632653061	4	-1-004
#22496C	8	8	2.51020408163265	0.921449829931974	4	-1-004
#22496C	8	8	2.51255264010366	0.918367346938775	4	-1-004
#22496C	8	8	2.59418529316489	0.795918367346939	4	-1-004
#22496C	8	8	2.63265306122449	0.72859977324263	4	-1-004
#22496C	8	8	2.66272418058132	0.673469387755102	4	-1-004
#22496C	8	8	2.71838280766852	0.551020408163265	4	-1-004
#22496C	8	8	2.75510204081633	0.450042517006803	4	-1-004
#22496C	8	8	2.7625702454895	0.428571428571428	4	-1-004
#22496C	8	8	2.79451345755694	0.306122448979592	4	-1-004
#22496C	8	8	2.81580893226856	0.183673469387755	4	-1-004
